associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,N/A,N/A,Pyrenées,N/A,N/A,Pogonatum urnigerum Par.,Gorge de Jeret,N/A,1878-00-00,N/A,Handwritten,C2000534F,s.n.,N/A,N/A,no type status,N/A,N/A,N/A,N/A,1878,Pogonatum urnigerum Par.,Gorge de Jeret
N/A,W. Mitten,England,Sussex,N/A,N/A,Pogonatum urnigerum,Hendey Hill Near Blackdown,N/A,1847-03-00,N/A,Mix of Handwritten and Typed,1096014,s.n.,N/A,N/A,no type status,W.M.,N/A,N/A,N/A,Mch 1847,Pogonatum urnigerum,Hendey Hill Near Blackdown
Vaccinium virgatum,Holmes,N/A,Devon,N/A,N/A,Pogonatum urnigerum,Plymouth,N/A,1879-00-00,Plymouth,Handwritten,1182972|C2000538F,s.n.,N/A,N/A,no type status,Ex. Herb: GEORGE E. HUNT,N/A,N/A,N/A,1879,Pogonatum urnigerum,Plymouth
N/A,Jeanpert,N/A,N/A,sable,N/A,Pogonatum urnigerum P.B,"Villers Cotterets route de Soissons, saussaie",N/A,1894-04-21,Villers Cotterets,Handwritten,1058477,s.n.,N/A,N/A,no type status,Jeanpert,N/A,N/A,N/A,21/4/94,Pogonatum urnigerum P.B,"Villers Cotterets route de Soissons, saussaie"
N/A,C. Müller,N/A,Baden,auf Erde in Felsritzen,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,"auf Erde in Felsritzen zwischen Rinken und Seebrück am Feldberge, etwa 1250 meters",N/A,1905-09-09,N/A,Typed,1194391|C2000932F,N/A,N/A,N/A,no type status,C. Müller Frib.,N/A,N/A,etwa 1250 m s. m.,9. Sept. 1905,Pogonatum urnigerum (L.) Pal. Beauv. c. fr.,"auf Erde in Felsritzen zwischen Rinken und Seebrück am Feldberge, etwa 1250 m s. m."
N/A,Zd. Pilous,Bohemia,Montes Krkonoše,In declivis graminosis silvaticis,N/A,Pogonatum urnigerum P.B.,"In declivis graminosis silvaticis prope pagum Hoření Vrchlabí, ca 580 meters",N/A,1946-05-00,Hoření Vrchlabí,Typed,1270015,214,N/A,N/A,no type status,leg.Zd.Pilous,N/A,N/A,ca 580 m,V.1946,Pogonatum urnigerum P.B.,"In declivis graminosis silvaticis prope pagum Hoření Vrchlabí, ca 580 m"
N/A,James Thompson,Scotland,N/A,N/A,C. Müller,Pogonatum urnigerum C. Müller,[precise locality unknown],N/A,1842-09-02,N/A,Mix of Handwritten and Typed,1230970|C2000936F,1042,N/A,N/A,no type status,Collected in 1841-3 by James Thompson,N/A,N/A,N/A,Sept. 2 1842,Pogonatum urnigerum,N/A
N/A,Philippe,N/A,N/A,N/A,N/A,Pogonatum urnigerum,Peña de Rheuis,N/A,0000-00-00,N/A,Handwritten,1058446,s.n.,N/A,N/A,no type status,Philippe,N/A,N/A,N/A,s.d.,Pogonatum urnigerum,Peña de Rheuis
N/A,L. N. Johnson,Germany,N/A,N/A,N/A,"Pogonatum urnigerum, Breuv.",Marraques Fall,N/A,1848-00-00,N/A,Handwritten,1159426,s.n.,N/A,N/A,no type status,Herbarium of L. N. Johnson,N/A,N/A,N/A,1848,"Pogonatum urnigerum, Breuv.",Marraques Fall
N/A,C. Jensen,Denmark,Sjælland,in a gravel-pit,N/A,Pogonatum urnigerum (Hedw.) PB.,Magistratskoven by Hvalse in a gravel-pit,N/A,1901-10-25,Hvalse,Handwritten,N/A,s.n.,N/A,N/A,no type status,C. Jensen,N/A,N/A,N/A,25/10 1901,Pogonatum urnigerum (Hedw.) PB.,Magistratskoven by Hvalse in a gravel-pit
N/A,Ed. Jeanpert,N/A,N/A,N/A,N/A,unsure and check,[precise locality unknown],N/A,0000-00-00,N/A,Handwritten,1058475,s.n.,N/A,N/A,no type status,Herbier Ed. Jeanpert,N/A,N/A,N/A,s.d.,unsure and check,N/A
N/A,Restoin,N/A,manche,N/A,N/A,Pogonatum urnigerum P.B.,Sourdenal (manche),N/A,1876-00-00,N/A,Handwritten,1058481,s.n.,N/A,N/A,no type status,1876 Restoin,N/A,N/A,N/A,1876,Pogonatum urnigerum P.B.,Sourdenal (manche)
N/A,G. E. Hunt,SCOTLAND,N/A,N/A,N/A,Pogonatum aloides Bridel,[precise locality unknown],N/A,0000-00-00,N/A,Typed,1182976,s.n.,N/A,N/A,no type status,ex herb. George E. Hunt,N/A,N/A,N/A,s.d.,Pogonatum aloides Bridel,N/A
Polytrichum urnigerum L.,M. Onraedt,Suisse,Canton du Valais,sur talus ensoleillé; alt. Ca. 1750 m,M. Onraedt,"Pogonatum urnigerum P. Beauv., Schimp.","Suisse: Canton du Valais, Val d'Hérens, à La Forclaz",N/A,1976-07-18,La Forclaz,Mix of Handwritten and Typed,2010614F,76.L.8693,Val d'Hérens,N/A,no type status,M. Onraedt,N/A,N/A,Ca. 1750 m,Le 18.07.1976,"Pogonatum urnigerum P. Beauv., Schimp. = Polytrichum urnigerum L.","Suisse: Canton du Valais, Val d'Hérens, à La Forclaz"
N/A,M. Onraedt,Suisse,Canton du Valais,talus forestier,N/A,Pogonatum urnigerum P. Beauv. Schimp.,entre St. Martin et Mase,N/A,1976-07-24,N/A,Typed,No. 1050867|C2010616F,76.5.1580,Val d'Hérens,N/A,no type status,M. Onraedt,N/A,N/A,1600m,Le 24/07/1976,Pogonatum urnigerum P. Beauv. Schimp.,entre St. Martin et Mase
N/A,Barnes,N/A,Westmorland,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,1868-02-00,N/A,Handwritten,1058318|C2010618F,s.n.,N/A,N/A,no type status,Barnes legit.,N/A,N/A,N/A,Feb. 1868,"Pogonatum urnigerum, Bridel.",N/A
N/A,Jack,N/A,N/A,N/A,N/A,Pogonatum urnigerum (L.) Pal. Beauv,An Waldgräben bei Salem,N/A,1850-08-25,Salem,Typed,1054838,986A b,N/A,Leiner u. Stizenberger,no type status,"Jack, Leiner u. Stizenberger",N/A,N/A,N/A,25. August 1850,Pogonatum urnigerum (L.) Pal. Beauv,An Waldgräben bei Salem
N/A,Dr. Hepp,N/A,N/A,N/A,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden,N/A,1862-10-17,Degerfelden,Mix of Handwritten and Typed,1054981,986 B,N/A,N/A,no type status,"Jack, Leiner u. Stizenberger, Kryptogamen Badens",N/A,N/A,N/A,17. October 1862,Pogonatum urnigerum (L.) Pal. Beauv.,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden
N/A,Schenk,N/A,N/A,N/A,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,In Hohlwegen bei Schaffhausen,N/A,1862-09-00,Schaffhausen,Handwritten,1055069,986B,N/A,N/A,no type status,Schenk,N/A,N/A,N/A,September 1862,Pogonatum urnigerum (L.) Pal. Beauv.,In Hohlwegen bei Schaffhausen
N/A,C. Jensen,Denmark,Zealand,sandy soil,C. Jensen,Pogonatum urnigerum (Hedw.) PB.,sandy soil in Magistratskoven south of Hvalsö,N/A,1904-11-21,N/A,Typed,N/A,104,N/A,N/A,no type status,and determ. C. Jensen,N/A,N/A,N/A,"November 21, 1904",Pogonatum urnigerum (Hedw.) PB. c. fr.,sandy soil in Magistratskoven south of Hvalsö
"Blasia pusilla L., Pellia epiphylla (L.) Lindb., Alicularia scalaris (Schr.) Corda, Dichodontium pellucidum (L. pp.) Schimp., Rhytidiadelphus loreus (Dill., L.) Warnst",P. Allorge,Spain,Navarra,"Calcifuge, mésophile, sciaphile. Fréquent sur les talus siliceux frais, récemment dénudés",N/A,Pogonatum urnigerum (Linné) Palisot de Beauvois,"Puerto de Ibañeta (Navarra), talus argileux (schistes)",N/A,1927-08-22,N/A,Typed,1200129,N/A,N/A,N/A,no type status,P. Allorge,N/A,N/A,ca 1.050 m,22. VIII. 1927,"Pogonatum urnigerum (Linné Sp. Plant. II, p. 1109, N° 3, 1753, sub Polytricho), Palisot de Beauvois Prodr., p. 84, 1805, f. 2","Puerto de Ibañeta (Navarra), talus argileux (schistes)"
N/A,Zd. Pilous,Slovakia,Montes Nízké Tatry,N/A,N/A,Pogonatum urnigerum Pal. var.humile Brid.,"In terra montis Ďumbier, ca 1840 m",N/A,1949-07-00,N/A,Typed,1350887|C2010976F,1025,N/A,N/A,no type status,leg.Zd.Pilous,N/A,N/A,ca 1840 m,VII.1949,Pogonatum urnigerum Pal. var.humile Brid.,"In terra montis Ďumbier,ca 1840 m"
"Prumnopitys exigua, Podocarpus, Myrcianthes, N. chilensis",S. Churchill,BOLIVIA,Chuquisaca,Musgo sobre rama de árbol; c.fr.; con N. chilensis,S. Churchill,Neckera scabridens C. Müller,"Monte Grande, ca. 32 km de Villa Serrano. Bosque montano de yungas. Con Prumnopitys exigua, Podocarpus, Myrcianthes. <22845-22885>",N/A,2004-05-12,N/A,Typed,1183467,22853,Belisario Boeto,H. Huaylla | R. Lozano | M. Serrano,no type status,S. Churchill et al.,"18°43'43""S 64°29'07""W",Jun 2004,2740 m,12 May 2004,Neckera scabridens C. Müller,"Monte Grande, ca. 32 km de Villa Serrano. Bosque montano de yungas. Con Prumnopitys exigua, Podocarpus, Myrcianthes. <22845-22885>"
N/A,E. Córdula,BRASIL,Pernambuco,"Caatinga arbórea-arbustiva densa, solo derivado de embasamento cristalino",G. P. Lewis,Ancistrotropis peduncularis (Fawcett & Rendle) A. Delgado,Município de Mirandiba. Serra das Umburanas (afloramento rochoso),N/A,2007-06-23,N/A,Mix of Handwritten and Typed,49243 | K000931304,309,Mirandiba,Y. Melo | K. Pinheiro,no type status,E. Córdula (309); Y Melo & K.Pinheiro,Lat.: 8°12' S Long.: 38°32',12.2012,457 m (base),23/VI/2007,Vigna peduncularis (Kunth.) Fawc & Rendle,Município de Mirandiba. Serra das Umburanas (afloramento rochoso)
N/A,I. Kukkonen,AUSTRALIA,Queensland,Patch of rain forest. Fern climbing on tree stems,J. Sarvela,Arthropteris tenella (Forst.f.) J.Sm.,"Lamin's Hill, East of Malanda",N/A,1981-09-13,N/A,Typed,EIG.6763|1591810|1459190,11003,Atherton Tableland,N/A,no type status,Ilkka Kukkonen 11003,N/A,1982,N/A,13. Sept. 1981,Arthropteris tenella (Forst.f.) J.Sm.,"Lamin's Hill, E. of Malanda"
N/A,Pabst,Brasil,Guanabara,Arbusto e pequenas árvores de flores brancas,A. P. Duarte,Avicenia tomentosa,mangue próximo ao Jóquei Club da Ilha do Governador,N/A,1960-09-07,Ilha do Governador,Mix of Handwritten and Typed,K001046329,5421,N/A,N/A,no type status,Pabst 5421,N/A,23.9.60,N/A,7.9.60,Avicenia tomentosa,"Brasil-Guanabara, mangue próximo ao Jóquei Club da Ilha do Governador"
N/A,W. Hoehne,Brasil,São Paulo,N/A,M. Kuhlmann,Cestrum corymbosum Schlecht.,"Cantareiras, São Paulo",N/A,1933-09-13,São Paulo,Mix of Handwritten and Typed,K000964719|SPF 10228,10228,N/A,N/A,no type status,W. Hoehne,N/A,N/A,N/A,13/9/33,Cestrum corymbosum Schlecht.,"Cantareiras, São Paulo"
N/A,H. Eggert,N/A,Illinois,N/A,N/A,Cystopteris bulbifera (L) Bernh,Bluffs in Illinois,N/A,1877-05-17,N/A,Handwritten,EIG.5460|1126455,s.n.,N/A,N/A,no type status,H. EGGERT,N/A,N/A,N/A,17 May '77,Cystopteris bulbifera (L) Bernh,Bluffs in Illinois
"Festuca schefflerii, Euryops prostrata, Anthemis tigrensis, Juniperus procera",I. Kukkonen,Ethiopia,Bale Adm. Reg.,"Steep forested slope of a river canyon, Pastured slope",J. Sarvela,Dryopteris inaequalis (Schlechtend.) O. Kuntze,"On the way to Saneti plateau from Robe. Steep forested slope of a river canyon, e.g. Juniperus procera. Pastured slope",N/A,1982-11-08,N/A,Typed,H 1489739|EIG.435,12608,N/A,N/A,no type status,Ilkka Kukkonen 12608,06°55'N; 39°40'E,1983,c. 3400 m,8.XI.1982,Dryopteris inaequalis (Schlechtend.) O. Kuntze,"Bale Adm. Reg., Saneti plateau and Mount Batu, 06°55'N; 39°40'E, c. 4000-4200 m. In alpine belt dominated by Festuca schefflerii, Euryops prostrata, Anthemis tigrensis"
M. x robertsii,M. Vallejo-Marín,British Isles,Scotland,Occurring on the banks of a stream on a substrate of sand and shingle,N/A,Mimulus peregrinus Vall.-Marín,"British Isles, v.c. 77, Shortcleuch Water, Leadhills, South Lanarkshire, Scotland. OS Grid reference: NS 9029 1578. WGS84 coordinates: N 55.4237°, W 3.7349°",N/A,2012-03-23,Leadhills,Typed,E00570050,11-LED-seed-2-14,South Lanarkshire,G. Lye | D. Barragán | M. A. Vallejo | C. Marín | I. Vallejo,HOLOTYPE,"Vallejo-Marín, M. with: Lye, G., Barragán, D., Vallejo, M.A., Marín, C., Vallejo, I.","N 55.4237°, W 3.7349°",N/A,360 m,23 Mar 2012,Mimulus peregrinus sp. nov.,"British Isles, v.c. 77, Shortcleuch Water, Leadhills, South Lanarkshire, Scotland. OS Grid reference: NS 9029 1578. WGS84 coordinates: N 55.4237°, W 3.7349°"
N/A,B. T. Lowne,United Kingdom,Surrey,N/A,N/A,Monotropa Hypopithys,Reigate Hill. Surrey,N/A,1902-08-09,N/A,Mix of Handwritten and Typed,K000773283,s.n.,N/A,N/A,no type status,B.T. Lowne,N/A,N/A,N/A,Aug. 9th 1902,Monotropa Hypopithys,Reigate Hill. Surrey
Cistus and Pinus,B. Van de Vijver,ITALIA,Promontorio del Gargano,macchia-shrub with Cistus and Pinus,N/A,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Behind the Chapel of Madonna di Loreto,N/A,2007-04-25,Madonna di Loreto,Mix of Handwritten and Typed,BR - S.P. 691 837|0000006 91837 8,s.n.,N/A,N/A,no type status,Collector: Bart Van de Vijver,N/A,N/A,N/A,25/04/2007,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Behind the Chapel of Madonna di Loreto
N/A,G. Hatschbach,Brazil,Paraná,"Erva 1m, terreno arenoso, margens de rio",T. M. Pedersen,Pfaffia glabratoides Ssgth.,"Rio Iguaçu, prox. a barra do Perdido (mun. Laranjeiras do Sul) Paraná",N/A,1968-11-09,N/A,Mix of Handwritten and Typed,K001207911,20590,Laranjeiras do Sul,N/A,no type status,G. Hatschbach,N/A,971,N/A,9/11/968,Pfaffia glabratoides Ssgth.,"Rio Iguaçu, prox. a barra do Perdido (mun. Laranjeiras do Sul) Paraná"
N/A,J. J. de Wilde,Gabon,N/A,"Vine, 7 m. long in tree in roadside. Pods silvery-grey. Seeds glossy, dark blue. Leaflets thick leathery, dull, green above, beneath paler green, with reddish nervation",N/A,Rhynchosia gabonensis Jongkind,About 10 kilometers on the road from Tchimbélé to Assok,N/A,1991-01-22,N/A,Typed,K000263710,10130,N/A,Sosef | van Nek,ISOTYPE,"J.J. de Wilde, Sosef & van Nek","0 04 N., 10 23 E",N/A,± 580 m,22-1-1991,Rhynchosia gabonensis Jongkind,"About 10 km. on the road from Tchimbélé to Assok. 0 04 N., 10 23 E. Alt.:± 580 m."
N/A,W. Suksdorf,United States,WASHINGTON,High sandy river-bank,T. Särkinen,Solanum triflorum Nutt.,High sandy river-bank at Bingen,N/A,1926-08-03,Bingen,Typed,BM000934757,12045,KLICKITAT COUNTY,N/A,no type status,WILHELM SUKSDORF,N/A,2014,N/A,3. Aug. 1926,Solanum triflorum Nutt.,High sandy river-bank at Bingen
N/A,J. F. Macbride,PERU,N/A,N/A,F. A. Michelangeli,Tococa undabunda J.F. Macbr.,Montaña slope ABOUT 4000 FEET HACIENDA SCHUNKE,1923-09-01,1923-08-27,N/A,Typed,K000536956,5234,LA MERCED,N/A,Isotype of Tococa undabunda J.F. Macbr. Publ. Field Col. Mus. Bot. Ser. 4:177. 1929,J. FRANCIS MACBRIDE,N/A,20.08,ABOUT 4000 FEET,"AUG. 27-SEPT. 1, 1923",Tococa undabunda Macbr.,Montaña slope ABOUT 4000 FEET HACIENDA SCHUNKE
"C.heterophylla, C.scabrida, C.lanceolata y C.crotonoides",X. Cornejo,ECUADOR,Manabí,"Arbusto de 1 m alto hasta arbolillo de 4 m. Flores blancas, corola refleja color blanco puro, filamentos (2mm). Ginóforo con pedúnculo blanco, cuando maduro púrpura. Partes vegetativas con olor a legumbre",N/A,Capparis sclerophylla Iltis,"Bahía de Caráquez a 8 Km. Alrededores de Universidad Católica. Bosque seco tropical deciduo, fuertemente intervenido",N/A,1997-10-27,Bahía de Caráquez,Typed,B 10 0375227,5822,N/A,C. Bonifaz,ISOTIPO,"X.Cornejo, C.Bonifaz: 5822",-00.45 -80.32,N/A,30 m,"Oct. 27, 1997",Capparis sclerophylla Iltis nov.sp. ISOTIPO,"Prov.Manabí.Bahía de Caráquez a 8 Km. Alrededores de Universidad Católica.Bosque seco tropical deciduo, fuertemente intervenido"
N/A,DELAVAY,CHINE,YUN-NAN,N/A,N/A,Gentiana albescens Franch.,in collibus prope Mo-so-yn,N/A,1887-04-02,N/A,Mix of Handwritten and Typed,B 10 0185601,s.n.,N/A,N/A,no type status,M. l'Abbé DELAVAY,N/A,N/A,N/A,2 april 1887,Gentiana albescens Franch.,in collibus prope Mo-so-yn
N/A,Winfried Meier,Venezuela,"Distrito Federal, Estado Miranda","arbol caido, secado",P. J. M. Maas,Klarobelia subglobosa Chatrou,"Distrito Federal, Estado Miranda: Cordillera de la Costa: excursión Guatire-Caruao: ruta: Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-población San Jorge de Caruao",1993-04-19,1993-04-16,N/A,Mix of Handwritten and Typed,B 10 0030508,3685,N/A,Silvia Llamozas,Isotypus,Winfried Meier y Silvia Llamozas,"lat.: 10°34'N, long.: 66°23'O",1994,500 msnm,16-19 de abril 1993,Malmea diclina vel. aff.,"Distrito Federal, Estado Miranda: Cordillera de la Costa: excursión Guatire-Caruao: ruta: Fila Juan Torres-Rio Brazo Grande-Fila Maestra-Rio Caruao-población San Jorge de Caruao"
N/A,Kessler,Indonesia,Sarawak,"Secondary vegetation along road. Shrub c. 4 m tall, stem and lower leaf surface brownish, fruit greenish brown",Kessler,Mallotus paniculatus,Base of Gunung Pueh,N/A,1988-12-21,N/A,Typed,M/2003-8,283,1st Division,N/A,no type status,Kessler 283,N/A,N/A,up to 200 m,21.12.1988,Mallotus paniculatus,Base of Gunung Pueh
N/A,M. Jacobs,Borneo,Sarawak,"In very moist sandstone gorge on rocks. Inflor. sheath violet, tip olive-greenish; ♀ and ♂ flowers sordidly pale yellow. Frequent on the spot. Pollinated by small blue glossy beetles.",N/A,Piptospatha grabowskii (Engl.)Engl.,"N.slopes of Mount Penrissen (S. of Kuching), Primary forest on sandstone substratum",N/A,1958-08-01,N/A,Typed,B 10 0279821,5005,1st div.,N/A,no type status,M. JACOBS,"approx. 1° N, 110° 10' E",N/A,Alt.: c. 700-900 m.,Aug. 1,Piptospatha grabowskii (Engl.)Engl. (Syn. P. havilandii (Engl.)Engl.),"N.slopes of Mount Penrissen (S. of Kuching), approx. 1° N, 110° 10' E. Primary forest on sandstone substratum."
N/A,P. J. M. Maas,Brazil,Espírito Santo,"High forest, on brown sand; vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae",P. J. M. Maas,Pseudoxandra spiritus-sancti Maas,"Est. Espírito Santo, Município de Santa Teresa, Estação Biológica de Santa Lúcia",N/A,1999-02-16,Santa Teresa,Typed,B 10 0030420,8833,Santa Teresa,H. Maas|L. Kollmann,Isotype,"P. J. M. & H. Maas, L. Kollmann",19°58'S 40°32'W,1999,800 m,16 Feb 1999,Pseudoxandra sp. nov.,"Est. Espírito Santo, Município de Santa Teresa, Estação Biológica de Santa Lúcia"
N/A,R. Berazaín,Cuba,Guantánamo,N/A,H. Manitz,Stenandrium pallidum H. Dietr.,"Abra de Mariana, loma al oeste del barranco",N/A,1979-02-09,N/A,Typed,B 10 0385068,HFC 39098,San Antonio del Sur,J. Bisse | M. A. Díaz | H. Dietrich | L. González Géigel | J. Gutiérrez | E. Köhler | L. Lepper | U. Rändel | H. Schaarschmidt,Isotypus,"R. Berazaín, J. Bisse, M. A. Díaz, H. Dietrich, L. González Géigel, J. Gutiérrez, E. Köhler, L. Lepper, U. Rändel, H. Schaarschmidt","16/71 [,,15/70""]",2007,N/A,09-II-1979,Stenandrium pallidum H. Dietr.,"Abra de Mariana, loma al oeste del barranco Coordenadas de la cuadrícula (Cuba 1:250000): 16/71 [,,15/70""]"
