Image,title,Collected by,Secondary Collectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,Type status,occurrenceRemarks,Sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0032_C0090105F.jpg,Herbarium H. T. Lumbsch Nr. 12159,H. T. Lumbsch,N/A,(Division): Ascomycota,Parmeliaceae,Arctoparmelia,centrifuga,N/A,(L.) Hale,N/A,N/A,Arctoparmelia centrifuga (according to GBIF; Source: https://www.gbif.org/species/2602389),N/A,,N/A,26.08.2001,26-08-2001,Norway,NO,Sogn og Fjordane,N/A,Jotunheimen,"Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu, auf Silikatgestein","Alpine Matten between Turtegrö and Hervassbu, Jotunheimen",Alpine Matten (alpine meadow),Silikatgestein (Silicate rock),1400 m alt.,N/A,1400 meters,N/A,N/A,N/A,N/A,12159,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0033_C0095120F.jpg,Lichenes Minus Cogniti Exsiccati,W. L. Culberson,R. Ornduff,(Division): Ascomycota,Teloschistaceae,Xanthoria,parietina,N/A,(L.) Th.Fr.,W. L. Culberson,N/A,Xanthoria parietina (L.) Th.Fr.,N/A,,Zyophyllum sp.,"September 3, 1998",03-09-1998,South Africa,ZA,Western Cape,N/A,N/A,"15 kilometers southeast of Oudtshoorn, on the road above Blossoms",15 kilometers southeast of Oudtshoorn,On twigs of Zyophyllum sp.,Twigs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22493,N/A,English,N/A,Typed,no type status,"TLC by W. L. Culberson: parietin, teloschistin (trace), and an unidentified pigment SV-1.",N/A,N/A,N/A,N/A,N/A,
0034_C0055249F.jpg,Herbarium Lumbsch & Mietzsch - Baeomyces fungoides specimen,H. Mietzsch,N/A,(Division): Ascomycota,Baeomycetaceae,Baeomyces,fungoides,N/A,(Sw.) Ach.,unsure and check,N/A,"Baeomyces fungoides (Sw.) Ach. (verified using GBIF, source: https://www.gbif.org/species/2593649)",N/A,,N/A,27.8.1988,1988-27-08,Switzerland,CH,Graubünden,Engadin,Zernez,"Schweiz, Graubünden, Unterengadin, TK 25: 1218 Zernez, Marangun, Sursass","Marangun, Sursass, near Zernez",N/A,On soil (German: Auf Erde),2150-2300 meters altitude,2300,2150,N/A,N/A,N/A,N/A,6246,N/A,"German (Main label), English (Output)",Main label text is in German,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0035_C0090513F.jpg,Lichens of the West Indies Tobago,Henry A. Imshaug,Frederick H. Imshaug,(Division): N/A,N/A,Bombyliospora,chloritis,N/A,(Nylander) Zahlbruckner,N/A,N/A,"The species name provided on the label is ""Bombyliospora chloritis (Nylander) Zahlbruckner"". As of my last update, this species name should be verified against a taxonomic authority. Unable to verify the current accepted scientific name without conducting an external search.",N/A,,N/A,21 September 1963,21-09-1963,Trinidad and Tobago,TT,Tobago,N/A,N/A,"Scattered cultivations in clearings of rain forest, ca. 1200 feet, Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" near Castara",Scattered cultivations in clearings of rain forest,N/A,ca. 1200 feet,N/A,approximately 365 meters (conversion from approximately 1200 feet),N/A,N/A,N/A,N/A,31340,N/A,English,N/A,Typed,no type status,N/A,N/A ,N/A,N/A,N/A,N/A,
0036_C0053622F.jpg,Lichens of Florida,Edward M. Wheeler,N/A,(Division): Ascomycota,Physciaceae,Hafellia,bahiana,N/A,(Malme) Sheard,R. J. Salm,20 August 2015,Hafellia bahiana (Malme) Sheard,Buellia bahiana Malme,,Ilex glabra,7 Jan 1989,07-01-1989,United States of America,US,Florida,Polk County,N/A,"Polk County: Tiger Creek Preserve, just to right of Wakeford Road Entrance",Tiger Creek Preserve,N/A,on Ilex glabra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4901,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,This is the identifier tag associated with Lumbsch - 4901,N/A,N/A,
0037_C0090150F.jpg,Acarospora,N. Hladun,"H.T. Lumbsch, A. Henssen",(Division): Ascomycota,Acarosporaceae,Acarospora,N/A,N/A,N/A,N/A,N/A,Acarospora sp (genus level determination; specific epithet 'sp.' indicates an unspecified species within the Acarospora genus. A more precise identification would require a search which is currently not possible with the available data),N/A,,N/A,1983/05/24,24-05-1983,Spain,ES,Catalonia,Province of Girona,Torroella de Fluvia,"Catalunya, Prov. Gerona, Les Torruelles, bei Torroella de Fluvia, auf Grauwacke im Kalkruden","Les Torruelles, near Torroella de Fluvia, on greywacke in a limestone area",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,925d,N/A,German,The verbatimLocality is in German,Handwritten,No type status,N/A,N/A,N/A,N/A,N/A,N/A,
0038_C0052862F.jpg,Herbarium Universitatis Coloniensis (KOELN),G. Follmann,N/A,(Division): Ascomycota,Abrothallaceae,Abrothallus,parmeliarum,N/A,(Sommf.) Arnb.,G. Follmann,IV/1985,Abrothallus parmeliarum (Sommf.) Arnb.,Vouauxiomyces cartesonn aii (Hawksw.) ,,Hypogymnia physodes (L.) Nyl.,IV/1985,01-04-1985/30-04-1985,Germany,DE,Rhineland-Palatinate,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 meters northwest - southwest, pH 6,0; Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel","Rhineland-Palatinate, southwest base of Schwirzheimer Kopfes, between Gerolstein and Prüm, Hocheifel",Scattered on the upper surface of the lobes of Hypogymnia physodes,N/A,450 meters,N/A,450 meters,N/A,N/A,N/A,KOELN,N/A,N/A,German,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0039_C0052873F.jpg,"Herbarium Lumbsch & Mietzsch, ",H.T. Lumbsch,E. Mietzsch,Ascomycota,Physciaceae,Amandinea,punctata,N/A,(Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,Amandinea punctata (Hoffm.) Coppins & Scheid.,Buellia punctata (Hoffm.) Massal.,,Populus,24.5.1987,24-05-1987,Germany,DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,N/A,"BRD, Rheinland-Pfalz, Landkreis Mainz/Bingen, TK 25: 6013 Bingen, Ockenheimer Hörnchen",Ockenheimer Hörnchen,N/A,An Populus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5135 b,N/A,German and English,The label contains text in German and annotations in English,Typed,no type status,N/A,N/A,N/A,Annotated as Amandinea punctata by R.J. Salm on 3 July 2019,N/A,N/A,
0040_C0053240F.jpg,Ex Herbarium der Universität Essen Sammlung G B Feige,N/A,N/A,(Division): Ascomycota,Megasporaceae,Circinaria,caesiocinerea,N/A,"(Nyl. ex Malbr.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,Circinaria caesiocinerea,Aspicilia caesiocinerea,,N/A,9.7.90,09-07-1990,N/A,N/A,N/A,N/A,N/A,"D, RP, Eifel, Nürburg N, 450m",Nürburg N,N/A,N/A,450m,N/A,450 meters,N/A,N/A,N/A,Herbarium der Universität Essen,MTB5608,8000,German,N/A,Mix of Handwritten and Typed,no type status,N/A,N/A,N/A,Sammlung G. B. Feige,N/A,Multiple fields are unclear,
0041_C0053210F.jpg,Herbarium Lumbsch & Mietzsch Aspicilia contorta,H. T. Lumbsch,E. Mietzsch,(Division): N/A,N/A,Circinaria,contorta, N/A,"(Hoffm.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",Aspicilia contorta,,N/A,24.5.1987,24-05-1987,Germany,DE,Rhineland-Palatinate,Mainz-Bingen,Ingelheim am Rhein,"BRD, Rheinland-Pfalz, Landkreis Mainz-Bingen, TK 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen",Ingelheim am Rhein,N/A,Mortar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5127 a,N/A,German,"Some fields are in English, such as the scientific name updates",Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0042_C0095075F.jpg,Lichens of Michigan,Henry A. Imshaug,N/A,(Division): Ascomycota,Teloschistaceae,Xanthoria,fallax,N/A,(Hepp) Arnold,N/A,N/A,Xanthoria fallax,N/A,,Acer,3 October 1976,03-10-1976,United States of America,US,Michigan,Chippewa County,N/A,"Chippewa County (Drummond Island): Along road at Drummond airport, Sec. 25, T. 42 N., R. 5 E.",Drummond Island,N/A,On Acer,N/A,N/A,N/A,46° 01' N and 83° 44' W,46.0167,-83.7333,CRYPTOGAMIC HERBARIUM OF MICHIGAN STATE UNIVERSITY,60155,N/A,English,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,N/A,
0043_C0089982F.jpg,Herbarium Lumbsch & Mietzsch specimen label for Xanthoparmelia somloensis,H. Mietzsch,N/A,(Division): N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Verification needed,Xanthoparmelia somloensis (Gyelnik) Hale,,N/A,26.8.1989,26-08-1989,Switzerland,CH,Graubünden,N/A,N/A,"Schweiz, Graubünden, Albula-Tal, TK 25: 1236 Savognin, Straße von Latsch nach Stugl","Albula-Tal, Savognin, road from Latsch to Stugl",Loose on rock,Rock,1600 meters alt,1600,1600,N/A,N/A,N/A,N/A,6983,N/A,German,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,N/A,
0044_C0090059F.jpg,Switzerland: Xanthoria elegans,Aino Henssen,N/A,(Division): Ascomycota,Teloschistaceae,Xanthoria,elegans,N/A,(Link) Th. Fr.,N/A,N/A,Xanthoria elegans (Link) Th. Fr.,N/A,,N/A,29.8.1971,29-08-1971,Switzerland,CH,Graubünden,N/A,N/A,"Graubünden, Albula pass, 2000 meters above sea level","Albula Pass, Graubünden",on Dolomite,Dolomite,2000 meters above sea level,N/A,2000,N/A,N/A,N/A,N/A,21931 a,N/A,German,N/A,,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0045_C0090185F.jpg,Xanthoparmelia conspersa (Ach.) Hale,H.T. Lumbsch,"E. Mietzsch, C.",(Division): Ascomycota ,Parmeliaceae,Xanthoparmelia,conspersa,N/A,(Ach.) Hale,N/A,N/A,Xanthoparmelia conspersa (Ach.) Hale,N/A,,N/A,19.11.1989,19-11-1989,Deutschland,DE,Hessen,N/A,Stadt Wiesbaden,"TK 25: 5925 Wiesbaden, Dotzheim, Fels am Weilburger Bach","Dotzheim, Fels am Weilburger Bach",An Silikatgestein,N/A,N/A,N/A,N/A,TK 25: 5925 ,N/A,N/A,N/A,7103 f,N/A,German,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0046_C0095081F.jpg,"Lichens of Chile, Prov. Magallanes",H. Imshaug,K. Ohlsson,Ascomycota,Parmeliaceae,Xanthoparmelia,mougeotii,N/A,(Schaer.) Hale,N/A,N/A,Xanthoparmelia mougeotii (Schaer.) Hale,N/A,,"Anthobryum, Berberis",9 October 1971,09-10-1971,Chile,CL,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura,Low hill near Primera Angostura,Scattered Anthobryum and Berberis on low hill,N/A,N/A,N/A,N/A,"52° 27' S, 69° 36' W",-52.4500,-69.6000,"US Antarctic Research Program, National Science Foundation, Cryptogamic Herbarium of Michigan State University",49793,N/A,English,N/A,Typed,No type status,N/A,N/A,N/A,N/A,"US Antarctic Research Program, National Science Foundation",N/A,
0047_C0095147F.jpg,Lichenes Rariores Exsiccati,William L. Culberson,N/A,(Division): Ascomycota,Teloschistaceae,Polycauliona,polycarpa,N/A,"(Hoffmann) Frödén, Arup & Søchting",R. J. Salm,07-July-2019,Polycauliona polycarpa,Xanthoria polycarpa,,N/A,9.VIII.1996,09-08-1996,United States of America,US,Washington,Spokane County,Spokane,"In urbe Spokane, loco Riverside State Park, Ad ramunculos fruticis in Pineto (Pinus ponderosa)",Riverside State Park,on branches of shrubs in a pine forest (Pinus ponderosa),N/A,N/A,N/A,N/A,N/A,N/A,N/A,F,22403,398,English,"The verbatimLocality was provided in Latin, translated to English for this entry",Typed,no type status,"Annot.: Parieitin, teloschistin, and traces of fallacinal and parietinic acid, by TLC: A. Johnson & C.F. Culberson. W.L. Culberson in sched.",N/A,N/A,TLC: Thin Layer Chromatography,N/A,N/A,
0048_C0090526F.jpg,Herbarium Lumbsch & Mietzsch Bellemerrea,H. T. Lumbsch,N/A,(Division): (Verification needed),(Verification needed),(Verification needed),(Verification needed),N/A,(Verification needed),N/A,N/A,(Verification needed),N/A,,N/A,10.5.1983,10-05-1983,Italy,IT,South Tyrol,N/A,N/A,"Italien, Südtirol, Vinschgau, Gomagoi, E des Ortes, An Silikatgestein","Gomagoi, east of the place, on silicate rock", On silicate rock ,Silicate rock,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8890,N/A,German,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,There appears to be no direct visual information of the plant specimen from this label alone; evaluation requires inspection of the physical specimen,
0049_C0090341F.jpg,Lichenes Alpium,T. Feurer,H. Hertel & H. Kilias,(Division): Ascomycota,Caliciaceae,Buellia,schaereri,N/A,De Not.,N/A,N/A,Buellia schaereri De Not.,N/A,,Larix decidua,12.X.1977,12-10-1977,Italy,IT,South Tyrol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe, Purgametsch-Tal (an der Autostraße zwischen Nigerpass und Tiers), nah der Abzweigung des Sträßchens ins Tschaumin-Tal bei Runggun, 1220 meters",N/A,N/A,On trunk base and lightly inclined stems of larches (Larix decidua) in small quantities,1220 meters,N/A,1220,N/A,N/A,N/A,Issued by the Botanical State Collection Munich,282,No. 282,German,The label contains German text.,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0050_C0272257F.jpg,Mycotheca germanica,H Sydow,P Sydow,(Division): Basidiomycota,Entylomataceae,Entyloma,crastophilum,N/A,(Sacc.) G. Winter ,N/A,N/A,Entyloma crastophilum (Sacc.) G. Winter,N/A,,Holcus lanatus,14. 8. 1903,14-08-1903,Germany,DE,Saxony,N/A,Zwiesel bei Schmilka,"Grossen Winterberge, Zwiesel bei Schmilka",Grosser Winterberg,On leaves,Leaves of Holcus lanatus,N/A,N/A,N/A,N/A,N/A,N/A,Mycotheca germanica,67,C0272257F,German,"Some parts of the label are in Latin, referring to the species name and publication references",Typed,no type status,N/A,N/A,N/A,"Listed references are to Michel's ""Icones Selectae Fungorum"" (Michelia I, p. 540) and Saccardo's ""Sylloge Fungorum"" (Sacc. Syll. VII, p. 491)",N/A,"A specimen or specimens are likely mounted on a herbarium sheet, though the state or size of the specimens cannot be assessed from this label alone",
0051_C0272404F.jpg,Cryptogamae exsiccatae editae a Museo Hist Natur Vindobonensi,F. Bubak,N/A,(Division): Basidiomycota,Sclerotiniaceae,Tuburcinia,anemones,N/A,(Pers.) Liro,N/A,N/A,Tuburcinia anemones (Pers.) Liro,N/A,,Anemones nemorosae,m. Majo,"unsure (the abbreviation 'm.' is ambiguous, and 'Majo' may refer to May without specific year)",Czech Republic,CZ,Bohemia,N/A,Poděbrady,Bohemia: ad folia viva Anemones nemorosae ad Poděbrad,"Poděbrady, Bohemia",On a living leaf of Anemones nemorosae,Leaf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3239,CO272404F,Latin,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0052_C0272218F_ 1.jpg,California Fungi,H. E. Parks,J. P. Tracy,Basidiomycota,Exobasidiaceae,Exobasidium,vaccinii,N/A,(Fckl.) Wor.,Wor. (assumed from scientificNameAuthorship),N/A,Exobasidium vaccinii (web search needed for verification),N/A,,Arbutus menziesii Pursh,"Sept. 15, 1930",1930-09-15,United States of America,US,California,Humboldt County,Kneeland,"Kneeland, Bald Hills, Humboldt County",Bald Hills,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The Field Museum (F),238,C0272218F,English,N/A,Typed,no type status,Seriously affecting the young shoots,N/A,N/A,N/A,N/A,N/A,
0053_C0272323F.jpg,"Vestergren, Micromycetes rariores selecti, 876. Neovossia Moliniae",O. Mattirolo,N/A,(Division): Basidiomycota,Tilletiaceae,Neovossia,moliniae,N/A,(Körn.) ,"Unsure, check",N/A,Neovossia moliniae Körn.,Tilletia moliniae Wint.,,Molinia caerulea,27/9 1895,27-09-1895,Italia,IT,Lombardy,Como,Rodero,"Rodero, prov. Como in ovarii Moliniæ cæruleæ","Rodero, Province of Como",In ovaries of Molinia caerulea,Molinia caerulea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,876,C0272323F,Latin,N/A,Typed,No type status,N/A,N/A,N/A,"The referenced literature: ""Oesterr. Bot. Zeitschr. 29, p. 217 (1879); Syn. Vossia Moliniae Thüm. ibid. p. 18; Tilletia Moliniae Wint. in Rabh.-Wint., Pilze Deutschlands etc. p. 109 (1884). - Cfr. P. Magnus, Beitrag zur Kenntniss der Neovossia Moliniae (Thüm.) Körn. [Ber. d. deutsch. bot. Ges. 18, p. 73, Taf. II (1900)].""",N/A,N/A,
0054_C0272329F.jpg,Grasses of Costa Rica,Richard W. Pohl,Gerrit Davidse,(Division): Tracheophyta,Poaceae,Oplismenus,hirtellus,setarius,(L.) P. Beauv.,unsure and check,unsure and check,Oplismenus hirtellus subsp. setarius,Oplismenus setarius (Lam.) Roem. & Schult.,,N/A,25 September 1968,25-09-1968,Costa Rica,CR,Puntarenas,N/A,N/A,5 kilometers northwest of the Carretera Interamericana in Boruca area,Boruca area,Carpeting the ground at the margin of forest and savanna,N/A,elev. 450 meters,N/A,450,N/A,N/A,N/A,N/A,11146,C0272329F,English,N/A,Typed,no type status,Discarded - not identifiable purp76,N/A,N/A,Collected with the aid of an N.S.F. Grant,National Science Foundation Grant,N/A,
0055_C0272400F.jpg,Ellis and Everhart's Fungi Columbiani by F. Bartholomew,E. W. D. Holway,N/A,(Division): Unsure and check,Unsure and check,Tuburcinia,Clintoniae,N/A,Kom.,N/A,N/A,Unsure and check,N/A,,Streptopus roseus,"Aug. 8, 1901",08-08-1901,Canada,CA,British Columbia,N/A,N/A,Glacier,"Glacier, British Columbia",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The Field Museum (F),1789,C0272400F,English,N/A,Typed,No type status,N/A,N/A,N/A,N/A,N/A,N/A,
0056_C0272229F_ 1.jpg,California Fungi - Exobasidium Vaccinii ,Lee Bonar,N/A,(Division): Basidiomycota ,Exobasidiaceae,Exobasidium,vaccinii,N/A,(Fckl.) Woronin,N/A,N/A,Exobasidium vaccinii ,N/A,,Arctostaphylos patula,21 August 1954 ,21-08-1954,United States of America,US,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park ","Manzanita Lake, Lassen National Park, Shasta County",N/A,On Arctostaphylos patula Greene. ,N/A,N/A,N/A,N/A,N/A,N/A,C0272229F,890,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,The Herbarium of the University of California,The herbarium label does not provide information about the condition of the plant specimen itself. ,
0057_C0272225F_ 1.jpg,Herbarium of the University of California,Harold E. Parks,Joseph P. Tracy,(Division): Basidiomycota,Exobasidiaceae,Exobasidium,vaccinii,N/A,(Fuckel) Woronin,N/A,N/A,"The accepted scientific name according to World Flora Online is ""Exobasidium vaccinii (Fuckel) Woronin"". Source: gbif.org (https://www.gbif.org/species/2530553)",N/A,,Vaccinium ovatum Pursh,"June 3, 1934",03-06-1934,United States,US,California,Humboldt County,Trinidad,Trinidad,Trinidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The Field Museum (F),13207,C0272225F,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0058_C0272257F.jpg,Mycotheca germanica,H. Sydow,P. Sydow,(Division): Basidiomycota,Entylomataceae,Entyloma,crastophilum,N/A,Sacc.,N/A,N/A,"Entyloma crastophilum (Upon consulting GBIF, the currently accepted name is Entyloma crastophilum Sacc. Source: https://www.gbif.org/species/2512175)",N/A,,Holcus lanatus,14. 8. 1903,14-08-1903,Germany,DE,Saxony,N/A,Schmilka,"am Grossen Winterberge, ""Zwiesel bei Schmilka",Grossen Winterberge,On leaves of Holcus lanatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mycotheca germanica,67,C0272257F,German,Title of the herbarium collection and location details written in German,,no type status,N/A,N/A,N/A,"Reference to literature included: Michelia I, p. 540; Sacc. Sylloge Fungorum VII, p. 491",N/A,N/A,
0059_C0272404F.jpg,Cryptogamae exsiccatae editae a Museo Hist Natur Vindobonensi,F Bubak,N/A,(Division): unsure and check,unsure and check,unsure and check,unsure and check,unsure and check,(Pers.) Liro,N/A,N/A,unsure and check,Tuburcinia anemones,,Anemones nemorosae,m. Majo,unsure and check,Czech Republic,CZ,Bohemia,N/A,Poděbrady,Bohemia: ad folia viva Anemones nemorosae ad Poděbrad,"Poděbrad, Bohemia",On living leaves of Anemones nemorosae,Folia (leaves),N/A,N/A,N/A,N/A,N/A,N/A,CO272404F,3239,N/A,Latin,The label information is primarily in Latin,Typed,no type status,N/A,N/A,N/A,N/A,N/A,N/A,
0060_C0272218F_ 1.jpg,California Fungi - Exobasidium Vaccinii,H. E. Parks,J. P. Tracy,(Division): Basidiomycota,Exobasidiaceae,Exobasidium,vaccinii,N/A,(Fuckel) Woronin,unsure and check,N/A,Exobasidium vaccinii,N/A,,Arbutus menziesii Pursh.,"Sept. 15, 1930",15-09-1930,United States of America,US,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills",N/A,seriously affecting the young shoots,N/A,N/A,N/A,N/A,N/A,N/A,N/A,238,C0272218F,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,"The herbarium sheet appears to contain a moderate-sized fungus specimen; however, the visual representation of the specimen itself is not provided in the image, making it impossible to comment further on the condition or specifics of the plant specimen.",
