Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,accessURI
0126_C2078924F.jpg,Ynes Mexia,Ynes mexia,N/A,8001,"April 10,1936",1936-04-10,N/A,Brachythecium subpilosum (Hk. et Wils) Jaeg.,Brachythecium austro-erectum (C. Muell.) Kindb.,Kenneth D. McFarland,Sept 1982,N/A,Chile,Magallanes,N/A,N/A,Las Hope Inlet; Peninsula Antonio Varas; Damp region in Nothofagus wood in moist earth.,Las Hope Inlet; Peninsula Antonio Varas; damp region in Nothofagus wood,Nothofagus wood in moist earth,Alt. 25 M.,N/A,1083758,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/520/C2078924F.jpg
0127_C2078925F.jpg,Marko Lewis,Marko Lewis,N/A,79-2108,25 May 1979,1979-05-25,1979-05-25,Brachythecium cf. caliginosoides Broth. in Herz. ,Brachythecium cf. caliginosoides Broth. in Herz.,R. Ochyra,February 1982,N/A,Bolivia,DEPTO. ORURO,PROV. SAJAMA,N/A,"Rio Juntuma thuma Khuchu, 2 mi. down from Aguas termales de Rio Juntuma Khuchu",2 miles down from Aguas termales de Rio Juntuma Khuchu,In Warnisher creek,4350 m.,"18°07' S, 69°00' W",1049405 ,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/521/C2078925F.jpg
0128_C2078926F.jpg,Marko Lewis,Marko Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium callirgoonoides Broth. in Herz.,Brachythecium callirgoonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Prov. Sajama,N/A,"""DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 mi. down river from aguas termales de Rio Juntuma Khuchu, 4350 m.""","Rio Juntuma Khuchu, 2 miles down river from aguas termales de Rio Juntuma Khuchu",In warmish creek,4350 m,N/A,1049406,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/522/C2078926F.jpg
0129_C2078927F.jpg,"Marko Lewis, no.79-2112",Marko Lewis,N/A,79-2112,25 May 1979,1979-05-25,1979-05-25,Brachythecium camillegoodyerae Broth. in Herz.,Brachythecium camillegoodyerae Broth.,E. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Jhunthuma Khuchu, c.4 km down river from Aguas termales de Rio Jhunthuma Khuchu, 4350 m, 18°07' S, 69°00' W. In warmish creek.","Rio Jhunthuma Khuchu, c.4 km down river from Aguas termales de Rio Jhunthuma Khuchu",In warmish creek.,4350 m,"18°07' S, 69°00' W",1049407,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/523/C2078927F.jpg
0130_C2078928F.jpg,Marko Lewis,Marko,N/A,79-2115,25 May 1979,1979-05-25,N/A,Brachythecium callirrhoeoides Broth. in Herz.,Brachythecium callirrhoeoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,Sajama,"Depto. Oruro, Prov. Sajama: Rio Jhutuma Khuchu, 2 min down river from Aguas termales de Rio Jhutuma Khuchu","Rio Jhutuma Khuchu, 2 minutes down river from Aguas termales de Rio Jhutuma Khuchu",In warmish creek,"4,350 m.","17° 08' S, 69° 00' W",1049409,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/524/C2078928F.jpg
0131_C2078929F.jpg,Marko Lewis,Marko Lewis,N/A,no. 79-2117,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Rio Jhutuma Khuchu, 2 mi. down river from Aguas termales de Rio Juntuma khuchu","Rio Jhutuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma khuchu",In warmish creek,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/525/C2078929F.jpg
0132_C2078930F.jpg,"Marko Lewis, nro. 79-2118",Marko Lewis,N/A,79-2118,25 May 1979,1979-05-25,1979-05-25,Brachythecium callicladioides Broth. in Herz.,Brachythecium callicladioides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma khunu, 2 km. down river from Aguas termales de Rio Juntuma Chico, 4350 m., 17° 08' S, 69° 00' W. In warmish creek.","Rio Juntuma khunu, 2 km down river from Aguas termales de Rio Juntuma Chico, in warmish creek",N/A,4350 m.,"17° 08' S, 69° 00' W",N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/526/C2078930F.jpg
0133_C2078931F.jpg,Marko Lewis,Marko Lewis,N/A,79-2107,25 May 1979,1979-05-25,N/A,Brachythecium callirgoneoides Broth. in Herz.,Brachythecium callirgoneoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Juntuma Khuchu, 2 mi. down river from Aguas termales de Río Juntuma Khuchu, 4350 m, 18° 07' S, 69° 00' W. In warmish creek.","DEPTO.  ORURO, PROV.  SAJAMA: Río Juntuma Khuchu, 2 miles down river from Aguas termales de Río Juntuma Khuchu. In warmish creek.",N/A,4350 m,"18° 07' S, 69° 00' W",1049404,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/527/C2078931F.jpg
0134_C2078932F.jpg,Marko Lewis,Marko lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium callitrichoides Broth. in Herz.,Brachythecium callitrichoides,E. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Jhunthuma Khuchu, 2 mi. down river from Aguas termales de Rio Jhuncalachuma Khuchu","Rio Jhunthuma Khuchu, 2 miles downriver from Aguas termales de Rio Jhuncalachuma Khuchu",In warmish creek,4350 m.,N/A,1049412,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/529/C2078932F.jpg
0135_C2079350F.jpg,Ynes Mexia,Ynes Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,N/A,Vesicularia amphipholia (Spr.) Broth.,Vesicularia amphipholia (Spr.) Broth.,Bartram,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche. Left bank of Rio Santiago.,"Above Pongo de Manseriche, left bank of Rio Santiago",In stone in overflow forest,Alt. 200 m.,N/A,873368,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/889/C2079350F.jpg
0136_C2079351F.jpg,N/A,N/A,N/A,N/A,"25 Aug, 1931",1931-08-25,1931-08-25,Vesicularia umbiliphora (Spr.) Broth.,Vesicularia umbiliphora (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Right bank of Rio Santiago.,"Above Pongo de Manseriche, right bank of Rio Santiago",Dense forest on log,Alt. 200 m.,N/A,873367,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/890/C2079351F.jpg
0137_C2079352F.jpg,Ynes Mexia,Ynes Mexia,N/A,6217-a,"Dec. 4, 1931",1931-12-04,N/A,Vesicularia amphipolia (Spr.) Broth.,Vesicularia amphipolia (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago.,Streamlet on right bank of Rio Santiago. On rocks wet by spray.,Alt. 250 m.,N/A,870879,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/2539/892/C2079352F.jpg
0138_C2079353F.jpg,Ynes Mexia,Ynes Mexia,N/A,6259,"Dec. 12, 1931",1931-12-12,N/A,Vestibularia amphicolpa (Spruce) Broth.,Vestibularia amphicolpa (Spruce) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche.,Above Pongo de Manseriche,Forest,215 m.,N/A,870867,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/893/C2079353F.jpg
0139_C2079354F.jpg,Ynes Mexia,Ynes Mexia,N/A,6356,"Jan. 3, 1932",1932-01-03,1932-01-03,Vezicularia subulbosa (Spr.) Broth.,Vezicularia subulbosa (Spr.) Broth.,Bartram,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Grove Inneho,Alt. 215 m.,N/A,873369,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/894/C2079354F.jpg
0140_C2079355F.jpg,Ynes Mexia,Ynes Mexia,N/A,6754,"Jan. 3, 1932",1932-01-03,1932-01-03,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,N/A,N/A,+Taxithelium planum (Brid.) Mitt.,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Creek Tinche, on rotten log, Stonilolo","Above Pongo de Manseriche, Creek Tinche, on rotten log, Stonilolo",N/A,Alt. 215 m.,N/A,1039121,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/895/C2079355F.jpg
0141_C2079356F.jpg,Ynes Mexia,Ynes Mexia,N/A,6375,"Jan. 3, 1938",1938-01-03,1938-01-03,Vesicularia semiphloea (Spreng.) Broth.,Vesicularia semiphloea (Spreng.) Broth.,Brotherus,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Crook limb. On rotten log.,215 m.,N/A,570880,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/896/C2079356F.jpg
0142_C2079357F.jpg,Ynes Mexia,Ynes Mexia,N/A,8377,"Jan. 5, 1932",1932-01-05,N/A,Vesicularia amphistoma (Spr.) Broth.,Vesicularia amphistoma (Spr.) Broth.,N/A,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,On rotten log,Alt. 215 m.,N/A,870873,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/897/C2079357F.jpg
0143_C2079358F.jpg,Ynes Mexia,Ynes Mexia,N/A,8070,"May 14,1936",1936-05-14,1936-05-14,Vestiaria amphiploca (Spr.) Froehl. formerly austrocaledonica,Vestiaria amphiploca (Spr.) Froehl.,det. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,Prov(incia) La Convencion; upper valley of the Sambuyacu; affluent of the Vilcanota; on rotten logs in virgin forest,"upper valley of the Sambuyacu, affluent of the Vilcanota, on rotten logs",virgin forest,alt. 1800 m,N/A,1063818,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/898/C2079358F.jpg
0144_C2079359F.jpg,Ynes Mexia No. 8070,Ynes Mexia,N/A,8070,"May 14,1936",1936-05-14,N/A,Vestibularia amphipolia (Spr.) Broth.,Vestibularia amphipolia (Spr.) Broth.,Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambay; affluent of the Vilcanota,upper valley of the Sambay; affluent of the Vilcanota,on rotten logs in virgin forest,1600 m.,N/A,1039122,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/900/C2079359F.jpg
0145_C2079360F.jpg,Reitz,Reitz,N/A,222,9.I.46,1946-01-09,1946-01-09,Hypnum revolutum Mitt.,Hypnum revolutum Mitt.,N/A,N/A,N/A,Brasil,Santa Catarina,N/A,N/A,"Bom Jardim, Braço","Bom Jardim, Braço",Epífito em árvore de mata virgem,550 m,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/901/C2079360F.jpg
0146_C2079361F.jpg,F. J. Hermann,F. Hermann,N/A,20519,"December 19, 1972",1972-12-19,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis (Schwaegr.) Broth.,H. Robinson,N/A,N/A,Colombia,Santander,N/A,N/A,"On base of tree trunk, Parquitas, alt. ca. 4000 ft., 1/4 miles NW. FLORIDA","On base of tree trunk, Parquitas, 1/4 miles northwest",N/A,alt. ca. 4000 ft.,N/A,1099191,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/902/C2079361F.jpg
0147_C2079362F.jpg,RICHARD EVANS SCHULTES,Richard Evans Schultes,N/A,11107,"Dec., 1950",1950-12-00,1950-12-00,Vesicularia vesicularis (Schw.) Broth.,Vesicularia vesicularis (Schw.) Broth.,Dana Griffin III,"Dec., 1950",N/A,Colombia,Intendencia del Meta,N/A,N/A,alrededores de Villavicencio.,alrededores de Villavicencio,N/A,Alt 500 m.,N/A,N/A,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2539/903/C2079362F.jpg
0148_C2079715F.jpg,"J.P. Frahm, P. Geissler, S.R. Gradstein, G. Philipp, W. Schulze-Motel",J.p. frahm,"P. geissler, S.r. gradstein, G. philipp, W. schulze-motel",875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii (Tayl.) Mitt.,W. Schulze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas Cajamarca oberhalb Leimebamba km 417, sexponierten Hang, hochandiner Regenwald auf Kalkstein",Straße Chachapoyas Cajamarca oberhalb Leimebamba km 417,hochandiner Regenwald auf Kalkstein,2800 msn.,N/A,1767822,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/815/C2079715F.jpg
0149_C2079716F.jpg,J. Kenneth Wright,J. Kenneth Wright,N/A,4806,1 April 1964,1964-04-01,1964-04-01,Entodon jamesonii (Tayl.) Mitt.,"Entodon jamesonii (Tayl.) Mitt. dupl. det. E. Robinson, 1966",E. Robinson,1966,N/A,Peru,Amazonas,Chachapoyas,N/A,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)","Cerros Calla Calla, east side, 5 kilometers above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)",N/A,Altitude 4800 m.,N/A,1021891,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/817/C2079716F.jpg
0150_C2079717F.jpg,"Lassy, G. Pereira & E. Ll. Pereira",Lassy,"G. Pereira, E. Ll. Pereira",PV-966,30 October 1988,1988-10-30,N/A,Entodon jamesonii (Tayl.) Broth.,Entodon jamesonii (Tayl.) Broth.,Dana Griffin III,N/A,N/A,Venezuela,Estado Merida,N/A,N/A,"Páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en la lomas cercanas","Páramo de Los Granates, finca de Los Granates, along the river of Los Granates and in the nearby hills",Sobre roca seca a sombra,"3,000-3,300 m",N/A,1064416,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/820/C2079717F.jpg
0151_C2079718F.jpg,Ynes Mexia,Ynes Mexia,N/A,5677,"April 21, 1931",1931-04-21,1931-04-21,Entodon lindbergii Hep.,Entodon lindbergii Hep.,A. L. Smith,N/A,N/A,Brazil,State of Minas Gerais,N/A,Conceição do Mato Dentro,Fazenda do Diamante. Campo Firme.,"Campo Firme, Fazenda do Diamante.",Base of living tree in shade.,Alt. 500 m.,N/A,50781,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/822/C2079718F.jpg
0152_C2079719F.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Entosthodon longicollis Michx.,Entosthodon longicollis Michx.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1078203,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/825/C2079719F.jpg
0153_C2079720F.jpg,Marko Lewis,Marko Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. concinnus (Mitt.) Paris,Entodon cf. concinnus (Mitt.) Paris,W. R. Buck,1980,N/A,Bolivia,Tarija,Prov. Méndez,N/A,"DEPTO. TARIJA, PROV. MÉNDEZ; PROV. CERCADO/PROV. AVILÉS; Canyon 55 mi. SW of Tarija, SW of Tajzara; 21°30′S, 64°49′W","Canyon 55 miles southwest of Tarija, southwest of Tajzara",Bank of creek,2160 m.,"21°30'S, 64°49'W",1678758,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/827/C2079720F.jpg
0154_C2079721F.jpg,Marko Lewis,Marko Lewis,N/A,79-1220,22 March 1979,1979-03-22,1979-03-22,Entodon nano-climacium C.M. (E.micans Herz.),Entodon nano-climacium C. M.,M. Buck,1980,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA; Near large red out-crop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Rio Consata,Very shady ground along creek in humid shrubs,2600 m.,"15° 41' S., 68° 43' W.",1 678759,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/829/C2079721F.jpg
0155_C2079722F.jpg,Harry Ward Foote,Harry Ward Foote,N/A,N/A,Sept. 3,1911-09-03,1911-09-03,Entodon cladorrhizans Hpe.,Entodon cladorrhizans Hpe.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,on rocks near San Miguel,near San Miguel,N/A,N/A,N/A,N/A,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/2542/831/C2079722F.jpg
0156_C2079723F.jpg,Marko Lewis,Marko Lewis,N/A,79-1346,1 April 1979,1979-04-01,1979-04-01,cf. Entodon polycarpus,cf. Entodon polycarpus,W.R. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPLO. LA PAZ, PROV. LARECAJA: Between Abra Hualitana and waterfall at Millipaya, 15°51' S, 68°39' W.",Between Abra Hualitana and waterfall at Millipaya.,"Waterfall ravine, highest extension of shrubs.",3780 m.,"15°51' S, 68°39' W.",106878,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/835/C2079723F.jpg
0157_C2079595F.jpg,H. Roivainen,H. Roivainen,N/A,2095,25.I.1970,1970-01-25,1970-01-25,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum (Hedw.) Jaeg.,R. Ochyra,1996,N/A,Argentina,Tierra del Fuego Australis,N/A,Ushuaia,"Ushuaia, Arroyo Grande","Ushuaia, along Arroyo Grande","On rock and humus-rich clayey roots of Nothofagus pumilio, on the edge of the waterfall",ca. 150 m,"54°47'S, 68°18'W",1182417,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/837/C2079595F.jpg
0158_C2079596F.jpg,H. Roivainen,H. Roivainen,N/A,1352,21.12.1969,1969-12-21,1969-12-21,Isoterygium pulchellum (Brid.) Jaeg.,Isoterygium pulchellum (Brid.) Jaeg.,Ochyra,1996,N/A,Argentina,Tierra del Fuego australis,N/A,N/A,Valle del río Pipo,Valle del río Pipo,Suelo humoso húmedo en el pendiente del río,300 m s.m.,"(54°46'S, 68°20'W)",1182415,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/839/C2079596F.jpg
0159_C2079597F.jpg,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,14971,"November 29, 1926",1926-11-29,N/A,Isoterygium nitidum (Sw.) Mitt.,Isoterygium tenerrum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Colombia,Santander,N/A,N/A,"between Puerto Wilches and Puerto Santos, Morroco to km 115","between Puerto Wilches and Puerto Santos, Morroco to kilometer 115",N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/842/C2079597F.jpg
0160_C2079598F.jpg,RICHARD EVANS SCHULTES,Richard Evans Schultes,N/A,11110,"Dec., 1950",1950-12-00,1950-12-00,Isoptrygium tenerum (Sw.) Mitt.,Isoptrygium tenerum (Sw.) Mitt.,Dana Griffin III,N/A,N/A,Colombia,Meta,N/A,Villavicencio,Intendencia del Meta: alrededores de Villavicencio,alrededores de Villavicencio,N/A,Alt. 500 m.,N/A,1055473,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/844/C2079598F.jpg
0161_C2079599F.jpg,D.C. Geijskes,D.c. geijskes,N/A,N/A,29-9-1952,1952-09-29,1952-09-29,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,H.R. ZIELMAN,N/A,N/A,Surinamensis,N/A,N/A,N/A,Marowijne River; Armina Falls; rainforest,Marowijne River; Armina Falls; rainforest,"On roots and rocks on bank of river, Shai.",N/A,N/A,1073518,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/846/C2079599F.jpg
0162_C2079600F.jpg,Ynes Mexia,Ynes Mexia,N/A,5431,"July 27, 1930",1930-07-27,1930-07-27,Isopterygium braschycaulon (Mitt.) A. Jaeg. ex Vict.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Vicosa,"Agricultural College land, Horticultural Hill,","Agricultural College land, Horticultural Hill",On rotten woods near base. Abundant.,Alt. 870 m,N/A,1039979,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/848/C2079600F.jpg
0163_C2079601F.jpg,Ynes Mexia,Ynes Mexia,N/A,8488,"July 21, 1930",1930-07-21,1930-07-21,Isoperygym laevum Hpe. & Broth.,Isoterygum tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Vicosa,Viçosa Agricultural College Bank.,Viçosa Agricultural College Bank,Shady streambank in rotten wood,Alt. 675 m.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/851/C2079601F.jpg
0164_C2079602F.jpg,"Ynes Mexia, No. 8500",Ynes Mexia,N/A,8500,"Dec. 8, 1930",1930-12-08,N/A,Isopogon etam brychniom (turn.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Vicosa,Road to Sao Luiz.,Road to Sao Luiz,Dense forest on rotten log,Alt. 710 m,N/A,870841,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/2542/853/C2079602F.jpg
0165_C2079603F.jpg,Ynes Mexia,Ynes Mexia,N/A,5441,"Dec. 23, 1930",1930-12-23,N/A,Isoterygium tenerrimum (Sw.) Mitt.,Isoterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,N/A,Viçosa Agricultural College lands. Base of Horticulture Hill.,Base of Horticulture Hill,on rotting logs in woods,Alt. 670 m.,N/A,3708853,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/855/C2079603F.jpg
0166_C2079604F.jpg,"H. S. Irwin, R. M. Harley, G. L. Smith",H. S. Irwin,"R. M. Harley, G. L. Smith",31332,2 Março 1971,1971-03-02,N/A,Isoterygium tenereum (Sw.) Mitt.,Isoterygium tenereum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brasil,N/A,N/A,N/A,Valley of the Rio das Ondas,Valley of the Rio das Ondas,"On the bark and exposed roots of Cecropia pachystachya and on adjacent soil, at river bank, Cerrado gallery forest and adjacent out-curve, ca. 10 km W. of Barreiras",ca. 500 m.,N/A,1059328,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/857/C2079604F.jpg
0167_C2079606F.jpg,Ynes Mexia,Ynes mexia,N/A,4884,"July 21, 1922",1922-07-21,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,N/A,"Vicosa Agricultural College lands, Corrego Felizbino","Vicosa Agricultural College lands, Corrego Felizbino","Shady streambanks, on rotten logs",Alt 675m,N/A,830645,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/863/C2079606F.jpg
0168_C2079607F.jpg,Yes Messias,Yes messias,N/A,4690,"May 14, 1930",1930-05-14,1930-05-14,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,"Fazenda de Crosstium, Wood on slope. On rotten log.","Fazenda de Crosstium, wood on slope, on rotten log",Wood on slope,Alt. 700 m.,N/A,870839,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/865/C2079607F.jpg
0169_C2079608F.jpg,Ynes Mexia,Ynes Mexia,N/A,4884,"July 21, 1930",1930-07-21,N/A,Isoptrygium cunvalliodum (G. M.) Mitt.,Isoptrygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,Viçosa Agricultural College lands. Carrigo Ribiero.,"Viçosa Agricultural College lands, Carrigo Ribiero","Shady streambank, on rotten log",Alt. 675 m.,N/A,1039977,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/868/C2079608F.jpg
0170_C2079609F.jpg,Ynes Mexia,Ynes Mexia,N/A,4545,"March 31, 1930",1930-03-31,N/A,Isopterygium curvifolium (Hampe) Mitt. det. Bartram ,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,State of Minas Gerais,N/A,N/A,"Vicosa. Road to São Miguel. Near stream ""Turia-assu.""","Road to São Miguel, near stream ""Turia-assu""",Cut over woods on slope. On rotting tree trunk.,Alt. 710 m.,N/A,1039978,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/2542/870/C2079609F.jpg
0171_C2079611F.jpg,W. Schäffer,W. Schäffer,N/A,2898,N/A,N/A,N/A,Isoptrygium aurantiacum (W. et M.) Bosch,Isopterygium tenerum (Sw.) Mitt.,Robert R. Ireland,1988,N/A,Brasil,Sao Paulo,N/A,N/A,"prope Urbem Campinas, in palude","Prope Urbem Campinas, in palude",N/A,650 m.,N/A,102176,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/875/C2079611F.jpg
0172_C2079856F.jpg,Ynes Mexia,Ynes mexia,N/A,4641,"July 6, 1930",1930-07-06,1930-07-06,Isoterygium brachyura - (C. Muell.) Britt. ex P. de la Varde,Isoterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,Viçosa Agricultural College lands,Viçosa Agricultural College lands,"Horticultural College lands, on over woods near base",Alt. 670 m.,N/A,87081,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/877/C2079856F.jpg
0173_C2079858F.jpg,R. S. Williams,R. S. Williams,N/A,2041,"April 2, 1902",1902-04-02,1902-04-02,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt. ,R. R. Ireland,1988,N/A,Bolivia,N/A,N/A,N/A,"Am Cerro Sontora, 12000 ft.",Cerro Sontora,N/A,12000 ft.,N/A,1039993,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/879/C2079858F.jpg
0174_C2079859F.jpg,R.S. Williams,R.s. williams,N/A,2037,1901-1902,1901-00-00,1902-00-00,Isoptrygium tenerum (Sw.) Mitt.,Isoptrygium tenerum (Sw.) Mitt.,R.r. ireland,1988,N/A,Bolivia,N/A,N/A,N/A,Mosses of Bolivia,Mosses of Bolivia,N/A,N/A,N/A,1014912,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2542/881/C2079859F.jpg
0175_C2010970F.jpg,I. Hagen,I. Hagen,N/A,N/A,N/A,N/A,N/A,Gymnocarpos univervicatus (Lk.) Fries ex Arnott (Sphaerothallia),N/A,N/A,N/A,N/A,Norway,N/A,N/A,Kristiania,N/A,Kristiania,N/A,altit. mtr. 200-210,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2550/919/C2010970F.jpg
