Dataset Source,accessURI,modifiedBy,verifiedBy,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
EMu Field Museum | African Plants Portal,https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg,,,0000_V0573776F.jpg,E. Heller & Mearns,E. Heller,Mearns,8752,"Jan. 16 to Feb. 2, 1909",1909-01-16,1909-02-02,Cyperus maculatus Boeck.,Cyperus maculatus Boeck.,N/A,19.10.1912,N/A,Congo Free State,N/A,N/A,N/A,"""Rhino Camp"", Bahr el Jebel, Lado Enclave, Congo Free State","""Rhino Camp"", Bahr el Jebel, Lado Enclave",N/A,N/A,N/A,N/A,463860,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,,,0180_C2077563F.jpg,N/A,N/A,N/A,4659,N/A,N/A,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,N/A,N/A,N/A,N/A,environs de Quito,[precise locality unknown],N/A,N/A,N/A,N/A,1089453,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,,,0181_C2077564F.jpg,Renost et M. Charlotte,Renost,M. Charlotte,27,"1930,VII,27",1930-07-27,1930-07-27,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efraín De Luna,1992,N/A,Ecuador,N/A,N/A,Quito,Sur rochers à tándesite. Quito.,"Sur rochers à tándesite, Quito.",Sur rochers à tándesite.,rock,N/A,N/A,HERB. CRYPT. MUS. PARIS,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,,,0182_C2077565F.jpg,R. S. Williams,R. S. Williams,N/A,1850,"April 30, 1902",1902-04-30,1902-04-30,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin Del Luna,1992,N/A,Bolivia,N/A,N/A,N/A,"near Pojoquito, 3700 meters",near Pojoquito,N/A,N/A,3700 meters,N/A,1063451,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,,,0183_C2077566F.jpg,Marko Lewis,Marko Lewis,N/A,79-1237A,22 March 1979,1979-03-22,1979-03-22,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erin D. Upp,1992,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Río Consata.",Near large red outcrop 2 miles from Sorata down Río Consata,"Bromeliad habitat, abundant on rock faces of exposed cliffs",rock,2630 m.,"15° 41' S, 68° 43' W",1032221,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,,,0184_C2077567F.jpg,Marko Lewis,Marko Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin De Luna,1982,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Rio Consata, ""15 41' S, 68° 43' W"".",Near large red outcrop 2 miles from Sorata down Rio Consata,"Bromeliad-grass habitat on exposed cliffs, 2630 m.",N/A,2630 m.,"""15 41' S, 68° 43' W""",1032219,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,,,0185_C2077568F.jpg,Marko Lewis,Marko Lewis,N/A,79-1114,6 March 1979,1979-03-06,1979-03-06,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erwin De Luna,1992,N/A,Bolivia,Depto. La Paz,Prov. Saavedra,N/A,"On mountain side directly N. of river, beneath Niko Ravine, NW of Chuma, 15º 08´ S, 69º 03´ W.","On mountain side directly north of river, beneath Niko Ravine, northwest of Chuma",Humid cliffs and steep slopes,N/A,3320 m.,"15º 08´ S, 69º 03´ W.",1032220,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,,,0186_C2077569F.jpg,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,1972-12-27,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Erin In Lima,1982,N/A,Bolivia,Depto. de Cochabamba,N/A,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termas Hotel, alt. ca. 2700 m., 28 km. NW Cochabamba","On conglomerate boulder on shrubby north-west slope of Mount Tunari, near Liriuni Aguas Termas Hotel, 28 kilometers north-west of Cochabamba",on shrubby north-west slope,boulder,alt. ca. 2700 m.,N/A,1040675,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,,,0187_C2077570F.jpg,Ynes Mexia,Ynes Mexia,N/A,6804,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichum subheterophyllum C.M.,Pilotrichum subheterophyllum C.M.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,"Above Pongo de Manseriche, streamlet near mouth of Rio Santiago",N/A,On fallen log,Alt. 400 m,N/A,1057692,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,,,0188_C2077571F.jpg,Ynes Mexia,Ynes Mexia,N/A,6804,"Dec. 2, 1931",1931-12-02,N/A,Philonotis subaduncophylla Lorez,Philonotis subaduncophylla Lorez,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago. On fallen logs,"Above Pongo de Manseriche, near mouth of Rio Santiago, on fallen logs",Streamlet,logs,Alt. 400 m.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,,,0189_C2077572F.jpg,"A.C. Smith, no. 2746",A.C. Smith,N/A,2746,"Dec. 1-5, 1937",1937-12-01,1937-12-05,Plagiochila Haraiensis,Plagiochila Haraiensis,E.B. Bartram,N/A,N/A,British Guiana,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Orocop River.","Basin of Essequibo River, near mouth of Orocop River","On decaying wood, in swamp, dense forest",decaying wood,N/A,N/A,1027351,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,,,0190_C2077573F.jpg,J. Florischtz-de Waard & R. Zieleman,J. Florischtz-de Waard,R. Zieleman,5315,21-i-1981,1981-01-21,N/A,Pilosium chlorophyllum (Hornsch.) C. Müller,Pilosium chlorophyllum (Hornsch.) C. Müller,Rudi Zielman,5-11-1982,N/A,Suriname,Nickerie,N/A,N/A,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. Second saw wood","area of Kabalebo Dam project, line Northwest from road kilometer 39.5, Second saw wood",on rotting log with Cecropia (boopapaja),rotting log,ALT. 0-50 m,N/A,1075252,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,,,0191_C2077574F.jpg,J. Fluorschütz-de Waard & R. Zijlman,J. Fluorschütz-de Waard,R. Zijlman,5254,d.d. 3-11-1981,1981-11-03,1981-11-03,Pilotrichum chlorophyllum (Mont.) C. Müll.,Pilotrichum chlorophyllum (Mont.) C. Müll.,Zijlman,N/A,N/A,Suriname,N/A,N/A,N/A,"area of Kabalebo Dam project, along Nickerie Line NW from road km 39,5, Pc. 51 SW 9M, SW, Savanna forest, on rotting log.","area of Kabalebo Dam project, along Nickerie Line Northwest from road kilometer 39.5, Point Circle 51 Southwest 9M, Southwest","Savanna forest, on rotting log",log,Alt.: 0 - 50 m.,N/A,1073529,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,,,0192_C2077575F.jpg,J. F. Ploegarts-de Waard & R. Zieckelman,J. F. Ploegarts-de Waard,R. Zieckelman,5098,3-10-1981,1981-10-03,N/A,Pilotrichum chlorophyllum (Hornsch.) Mitt.,Pilotrichum chlorophyllum (Hornsch.) Mitt.,R. Zieckelman,3-10-1981,N/A,Surinam,Nickerie,N/A,N/A,"Aves of Kabalebo Dam Project, distr. Nickerie, line W from road 34 km, P. 55°W en 925, Rainforest, on rotting logs","Aves of Kabalebo Dam Project, line West from road 34 kilometers","Rainforest, on rotting logs",wood,0 - 50 m.,N/A,1073528,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,,,0193_C2077576F.jpg,"J.C. Lindeman, A.A. Pulle, G.M. van Iterson Jr., J.J. Winkelman",J.C. Lindeman,"A.A. Pulle, G.M. van Iterson Jr., J.J. Winkelman",243 A,d.d. 3–7–IX–1980,1980-09-03,1980-09-07,Philodendron chlorophyllum (Hemsl.) C. Koch,Philodendron chlorophyllum (Hemsl.) C. Koch,A. Croat,N/A,N/A,Surinam,Nickerie,N/A,N/A,"Awa of Kabalebo Dam Project, distr. Nickerie, Forest ck 28, 29","Awa of Kabalebo Dam Project, Forest ck 28, 29",Forest,tree trunk,Alt.; 30 - 130 m.,"4° 50' N., 57° 30' 590 W.",1073527,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,,,0194_C2077577F.jpg,J. Florschütz-de Waard and R. Zieleman,J. Florschütz-de Waard,R. Zieleman,5141,31 October 1981,1981-10-31,N/A,Pilotrichella flexilis (Hedw.) Ångström,Pilotrichella flexilis (Hedw.) Ångström,R. Zieleman,N/A,N/A,Suriname,N/A,N/A,N/A,"Distr. Nickerie, Kabalebo river area, 1 line W. from road km 34.","Kabalebo river area, 1 line west from road kilometer 34",In marsh forest with Astrocaryum,decaying log,alt. 0-50 m,N/A,1679833,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,,,0195_C2077578F.jpg,J. and P.A. Florschütz,J. Florschütz,P.A. Florschütz,4690,18 December 1975,1975-12-18,N/A,Pilosium chlorophyllum (Hornsch.) C. Muell.,Pilosium chlorophyllum (Hornsch.) C. Muell.,R. Ziemann and J. Florschütz-de Waard,1986,N/A,Suriname,Brokopondo,N/A,N/A,"Brownsberg, trail to Leo Val","Brownsberg, trail to Leo Val",On rotting log in rainforest,log,alt. ca. 500 m.,N/A,N° 1065613,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,,,0196_C2077579F.jpg,H. Cornelissen & S.R. Gradstein,H. Cornelissen,S.R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilotrichum chlorophyllum (Hornsch.) C. Müll.,Pilotrichum chlorophyllum (Hornsch.) C. Müll.,J. Florschütz-de Waard,N/A,N/A,Guyana,N/A,N/A,N/A,"Mahura Hill, 180 km S of Georgetown",Mahura Hill,On rotting tree base in mixed rain forest,bark,alt. 0-50 m,5°20'N 58°40'W,1691586,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,,,0197_C2077580F.jpg,Herb. Sullivant,Herb. Sullivant,N/A,321,March 1941,1941-03-00,N/A,Stereophyllum stellatopilosum. Howell,Pilotrichum chlorophyllum (Hornsch.) C. Müll. in Broth.,Det. W.R. Buck,"June 19, 1964",N/A,USA,Ohio,N/A,N/A,H.A. Crum Rocks Para.,H.A. Crum Rocks Para.,[Habitat not specified on the label],N/A,N/A,N/A,1078188,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,,,0198_C2077581F.jpg,Richard Evans Schultes & Isidoro Cabrera,Richard Evans Schultes,Isidoro Cabrera,7922,"Oct. 22, 1952",1952-10-22,N/A,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,H. A. Crum,1956,N/A,Colombia,Vaupes,N/A,N/A,Rio Vaupes: Mitu and vicinity. Cerro Mitu,Cerro Mitu,N/A,N/A,N/A,"Lat. 1°10'N, Long. 70°15'W",1055492,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg,,,0199_C2077582F.jpg,Richard Evans Schultes et Isidoro Cabrera,Richard Evans Schultes,Isidoro Cabrera,14394,"October 1-6, 1951",1951-10-01,1951-10-06,Pilotrichum chlorophyllum (Hornsch.) C. Muell.,Pilotrichum chlorophyllum (Hornsch.) C. Muell.,E. A. C.,1956,N/A,Colombia,Vaupes,N/A,Yapobodá,"Rio Kuduyarí (affluent of Rio Vaupés), Yapobodá, quartzite savannah.","Rio Kuduyarí (affluent of Rio Vaupés), Yapobodá, quartzite savannah",On rotten logs,Wood,N/A,N/A,N/A,Typed,No type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/568/C2077583F.jpg,,,0200_C2077583F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,12309,June 1951,1951-06-00,1951-06-00,Pilotrichum chlorophyllum (Hornsch.) C. M. in Broth.,Pilotrichum chlorophyllum (Hornsch.) C. M. in Broth.,Dana Griffin III,June 1951,N/A,Colombia,Vaupés,N/A,N/A,"Comisaria del Vaupés, Río Apaporis, Soratama","Río Apaporis, Soratama",On trunks,bark,N/A,N/A,1055490,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/569/C2077584F.jpg,,,0201_C2077584F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,11128,Dec. 1950,1950-12-00,1950-12-00,Pilotrichum chlorophyllum (Hensch.) C. Mü. in Broth.,Pilotrichum chlorophyllum (Hensch.) C. Mü. in Broth.,Dana Griffin III,N/A,N/A,Colombia,N/A,N/A,San Jose del Guaviare,San Jose del Guaviare,[precise locality unknown],N/A,N/A,N/A,N/A,1055489,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/570/C2077585F.jpg,,,0202_C2077585F.jpg,Ynes Mexia,Ynes Mexia,N/A,60124,"Aug. 31, 1931",1931-08-31,1931-08-31,PIlousm chlorophyllum (Hitch.) C. Muell.,Pilousm chlorophyllum (Hitch.) C. Muell.,N/A,N/A,N/A,Brazil,N/A,N/A,N/A,Districto Acorá. [Thomé Assú]; down Rio Acorá 3 km.,[precise locality unknown],On fallen log.,wood,Alt. 35 m.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2537/571/C2077586F.jpg,,,0203_C2077586F.jpg,Ynes Mexia,Ynes Mexia,N/A,5914,"July 16, ",1931-07-16,N/A,Pilotrichum Chlorophyllum (Brid.) C. Muell.,N/A,N/A,N/A,N/A,Brazil,Pará,N/A,N/A,Districto Açy; Thome Assú; Japanese Colony. On rotting log in woods.,"Districto Açy, Thome Assú, Japanese Colony",Abundant,log,Alt. about 30 m,N/A,870829,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/518/C2078862F.jpg,,,0204_C2078862F.jpg,"Dana Griffin III, Manuel Lopez",Dana Griffin III,Manuel Lopez,PV-1525,12 marzo 1983,1983-03-12,N/A,Brachythecium plumosum (Hedw.) BSG,Brachythecium plumosum (Hedw.) BSG,Dana Griffin III,N/A,N/A,Venezuela,Estado Trujillo,N/A,N/A,"Páramo de Guirigay, arriba del pueblo de La Peñita, Entre el Escuque y El Batatal, en Gypsofera silvestre, Alt. 3,200 m",[precise locality unknown],"Sobre roca húmeda, lecho de riachuelo, a sol.",rock,"Alt. 3,200 m",N/A,1064449,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/519/C2078913F.jpg,,,0205_C2078913F.jpg,P. Dusén,P. Dusén,N/A,5872,22 February 1897,1897-02-22,1897-02-22,Brachythecium albicans (Hedw.) Schimp.,Brachythecium albicans (Hedw.) Schimp.,W. R. Buck,N/A,N/A,Chile,Patagonia occidental,N/A,N/A,Cerro Colorado,Cerro Colorado,N/A,N/A,N/A,N/A,811749,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/520/C2078924F.jpg,,,0206_C2078924F.jpg,Ynes Mexia,Ynes Mexia,N/A,8001,"April 10,1936",1936-04-10,N/A,Brachythecium austro-glareosum (C. Müll.) Kindb.,Brachythecium austro-glareosum (C. Müll.) Kindb.,Kenneth D. McFarland,Sept 1982,N/A,Chile,Territorio Magallanes,N/A,N/A,Las Hojas Inlet; Peninsula Antonio Varas; opening into Otway Inlet; cool moist earth,Las Hojas Inlet; Peninsula Antonio Varas; opening into Otway Inlet,In Nothofagus wood in cool moist earth,soil,Alt. 25 m.,N/A,1037958,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/521/C2078925F.jpg,,,0207_C2078925F.jpg,Marko Lewis,Marko Lewis,N/A,79-2108,25 May 1979,1979-05-25,N/A,Brachythecium cf. caliigonoides Broth. in Herz.,Brachythecium cf. caliigonoides Broth. in Herz.,R. Ochyra,February 1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 mi. down river from Aguas termales de Rio Juntuma Khuchu, 4350 m, 18° 07' S, 69° 00' W. In Warnish creek.","DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma Khuchu. In Warnish creek.",N/A (not described in the image),N/A (not described in the image),4350 m,"18° 07' S, 69° 00' W",1049405,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/522/C2078926F.jpg,,,0208_C2078926F.jpg,Marko Lewis,Marko Lewis,N/A,79-2109,25 May 1979,1979-05-25,N/A,Brachythecium callicoronoides Broth. in Herz.,Brachythecium callicoronoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,Sajama,"DEPTO. ORURO, PROV. SAJAMA: Rio Jachuma Khuchu, 2 mi. down river from Aguas termales de Rio Jachuma Khuchu, 4350 m, 18°07' S, 69°00' W. In warmish creek.","Rio Jachuma Khuchu, 2 miles down river from Aguas termales de Rio Jachuma Khuchu",In warmish creek,N/A,4350 m,"18°07' S, 69°00' W",1049406,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/523/C2078927F.jpg,,,0209_C2078927F.jpg,Marko Lewis,Marko Lewis,N/A,79-2112,25 May 1979,1979-05-25,1979-05-25,Brachythecium camillaegeorginae Broth. in Herz.,Brachythecium camillaegeorginae Broth.,E. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"DEPTO. Oruro, PROV. SAJAMA: Río Jhunchuma khuchu, down river from Aguas termales de Río Jhunchuma 2 Km. 4350, 18° 07' S, 69° 00' W. In warmish creek.","Río Jhunchuma khuchu, down river from Aguas termales de Río Jhunchuma 2 kilometers ",In warmish creek,N/A,4350,"18° 07' S, 69° 00' W",1049407,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/524/C2078928F.jpg,,,0210_C2078928F.jpg,Marko Lewis,Marko Lewis,N/A,79-2115,25 May 1979,1979-05-25,1979-05-25,Brachythecium callirgonoides Broth. in Herz.,Brachythecium callirgonoides Broth. in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Río Jhuntuuma Kkuchu, 2 mi. downriver from Aguas termales de Río Jhuntuuma Kkuchu, 4350 m.","Río Jhuntuuma Kkuchu, 2 miles downriver from Aguas termales de Río Jhuntuuma Kkuchu",In warmish creek,N/A,4350 m.,"18° 07' S, 69° 00' W",1049409,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/525/C2078929F.jpg,,,0211_C2078929F.jpg,Marko Lewis,Marko Lewis,N/A,79-2117,25 May 1979,1979-05-25,1979-05-25,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth.,R. Ochyra,1982,N/A,Bolivia,Oruro,Prov. Sajama,N/A,"Rio Jhutuma khuchu, 2 mi. down river from Aguas termales de Rio Umachuckha","Rio Jhutuma khuchu, 2 miles down river from Aguas termales de Rio Umachuckha",In warmish creek,N/A,N/A,N/A,1049410,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/526/C2078930F.jpg,,,0212_C2078930F.jpg,Marko Lewis,Marko Lewis,N/A,79-2118,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,R. Ochyra,1 January 1982,Antithyriaceae,Bolivia,Oruro,N/A,Sajama,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma lkmna 2 km down river from Aguas termales de Rio Juchusuma,curso 4380 m",Rio Juntuma 1 kilometer to 2 kilometers down river from Aguas termales de Rio Juchusuma,In warmish creek,N/A,4350 m.,N/A,1049411,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/527/C2078931F.jpg,,,0213_C2078931F.jpg,Marko Lewis,Marko Lewis,N/A,79-2107,25 May 1979,1979-05-25,1979-05-25,Brachythecium californiconde in Herz.,Brachythecium californiconde in Herz.,R. Ochyra,1982,N/A,Bolivia,Oruro,Sajama,N/A,"Depto. Oruro, Prov: Sajama: Rio Juntuma Khuchu, 2 mi. down river from Aguas termales de Rio Juntuma Khuchu","Rio Juntuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma Khuchu",In Warmish creek,N/A,4350 m.,"18° 07' S, 69° 00' W",1049404,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/529/C2078932F.jpg,,,0214_C2078932F.jpg,"Marko Lewis, leg. 79-2119",Marko Lewis,N/A,79-2119,25 May 1979,1979-05-25,N/A,Brachythecium calliergonoides Broth. in Herz.,Brachythecium calliergonoides Broth. in Herz.,E. Ochyra,1982,N/A,Bolivia,Oruro,N/A,N/A,"DEPTO. ORURO, PROV. SAJAMA: Rio Juntuma Khuchu, 2 mi. down river from Aguas termales de Rio Juntuma Khuchu, 4350 m.","Rio Juntuma Khuchu, 2 miles down river from Aguas termales de Rio Juntuma",In warmish creek.,N/A,4350 m.,N/A,1049412,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/889/C2079350F.jpg,,,0215_C2079350F.jpg,Ynes Mexia,Ynes Mexia,N/A,6149,"Nov. 23, 1931",1931-11-23,1931-11-23,Vesicularia amphipoda (Spr.) Broth.,Vesicularia amphipoda (Spr.) Broth.,A.J. Sharp,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Left bank of Rio Santiago.,"Above Pongo de Manseriche, left bank of Rio Santiago",On stone in overflow forest,stone,200 m.,N/A,873368,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/890/C2079351F.jpg,,,0216_C2079351F.jpg,N/A,N/A,N/A,1610-,"May 25, 1931",1931-05-25,1931-05-25,Vesicularia umbilicata (Spr.) Broth.,Vesicularia umbilicata (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Alt. 200 m. Right bank of Rio Santiago.","Above Pongo de Manseriche, Right bank of Rio Santiago.",Dense forest on log.,log,Alt. 200 m.,N/A,873667,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/892/C2079352F.jpg,,,0217_C2079352F.jpg,Ynes Mexia,Ynes Mexia,N/A,6217-a,"Dec. 4, 1931",1931-12-04,N/A,Vesicularia amphipholia (Spr.) Broth.,Vesicularia amphipholia (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet on right bank of Rio Santiago.,"Above Pongo de Manseriche, on streamlet on right bank of Rio Santiago",On rocks wet by spray,rock,Alt. 250 m.,N/A,870879,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/893/C2079353F.jpg,,,0218_C2079353F.jpg,Ynes Mexia,Ynes Mexia,N/A,6259,"Dec. 12, 1931",1931-12-12,1931-12-12,Vesicularia amphibia (Spreng.) Broth.,Vesicularia amphibia (Spreng.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,"Above Pongo de Manseriche, Crocker Carapas, ""08 in forest.","Above Pongo de Manseriche, Crocker Carapas",In forest,N/A,Alt. 215 m.,N/A,870867,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/894/C2079354F.jpg,,,0219_C2079354F.jpg,Yes Meincke,Yes Meincke,N/A,6356,"Jan. 3, 1932",1932-01-03,1932-01-03,Vesicularia spinulosa (Spr.) Brotherus,Vesicularia spinulosa (Spr.) Brotherus,Bartram,N/A,N/A,Peru,Departamento de Loreto,N/A,N/A,Above Pongo de Manseriche.,Above Pongo de Manseriche,On earth collected on inclined tree trunk,tree trunk,Alt. 215 m.,N/A,872369,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/895/C2079355F.jpg,,,0220_C2079355F.jpg,Ynes Mexia,Ynes Mexia,N/A,6575,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibiola (Spr.) Broth.,Taxithelium planum (Brid.) Mitt.,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche. On rotten log. Stolle.,"Above Pongo de Manseriche, Creek Inche, on rotten log, Stolle",N/A,log,Alt. 215 m.,N/A,1039121,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/896/C2079356F.jpg,,,0221_C2079356F.jpg,Ynes Mexia,Ynes Mexia,N/A,6379b,"Jan. 3, 1936",1936-01-03,N/A,Vestia lycioides (syn. spartioides) Benth.,Vestia lycioides (syn. spartioides) Benth.,L. O. Williams,N/A,Bartholomew planum (Eriod) Mitt.,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,N/A,soil,Alt. 215 m.,N/A,570880,Mix of Handwritten and Typed,no type status
